회사명,거래소코드,회계년도,재고자산(*)(IFRS),매입채무(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),이자비용(IFRS),유형자산(*)(IFRS),자본(*)(IFRS),당기순이익(손실)(IFRS),연구개발비(IFRS)
(주)아이씨디,040910,2014/09,9359115,4443454,17054159,7560535,135342,46853961,93897819,-11143901,7392172
(주)아이씨디,040910,2015/09,16014354,5094488,-4261804,23887023,80955,40524218,88035634,-4748500,3131266
(주)아이씨디,040910,2016/12,15129226,47564870,-9133073,230909154,562551,52849374,112704818,10340825,913566
(주)아이씨디,040910,2017/12,14331248,25414105,-11523392,311847748,2522460,51683794,135676824,24789582,439233
(주)아이씨디,040910,2018/12,32998602,5723074,28782106,232668163,2645587,43918887,130698575,29091755,366079
(주)아이씨디,040910,2019/12,56133159,23771716,21189984,110553213,1291589,40890421,144466844,9110961,1420541
(주)아이씨에이치,368600,2017/12,,,,,,,,,
(주)아이씨에이치,368600,2018/12,,,,,,,,,
(주)아이씨에이치,368600,2019/12,,,,,,,,,
(주)아이앤씨테크놀로지,052860,2011/12,4413797,1118385,13350692,34833884,0,11477632,88933100,8151912,1036857
(주)아이앤씨테크놀로지,052860,2012/12,3263850,536225,4681055,16124994,0,16575055,79861477,-6502792,821088
(주)아이앤씨테크놀로지,052860,2013/12,3467361,1176111,-6865265,8079451,192976,15479447,72180126,-9341954,1303469
(주)아이앤씨테크놀로지,052860,2014/12,1705445,947088,-6291225,5751355,256144,14540568,57655846,-14690156,2387308
(주)아이앤씨테크놀로지,052860,2015/12,1912089,919009,-4186817,8508349,135658,14435753,29084609,-31074834,2504469
(주)아이앤씨테크놀로지,052860,2016/12,2417325,6238982,-6253012,28428226,229747,12731466,32555929,3080509,1817203
(주)아이앤씨테크놀로지,052860,2017/12,7259120,2935343,6846898,41339721,186758,12437130,40155411,5528739,1908881
(주)아이앤씨테크놀로지,052860,2018/12,9113578,2819937,5497491,30338163,336404,12107384,44024902,1626325,3308138
(주)아이앤씨테크놀로지,052860,2019/12,4019990,1478357,11216322,45148780,250715,12170757,52514717,3059976,4519930
(주)아이에스시,095340,2011/12,1565271,471190,15000838,42513336,178794,18590745,63426421,8341019,0
(주)아이에스시,095340,2012/12,2081325,387879,15301662,51682877,231889,20349337,74823591,14113419,0
(주)아이에스시,095340,2013/12,3176470,433063,16852664,55305882,334531,20315019,90010947,14961523,0
(주)아이에스시,095340,2014/12,5246087,1898820,13944884,62622051,842939,25869025,118759892,14636344,0
(주)아이에스시,095340,2015/12,6798001,2872473,14226249,77878560,356879,31960488,155040566,13490205,0
(주)아이에스시,095340,2016/12,8098781,2375959,17669204,80255704,0,38652373,163815285,12482265,0
(주)아이에스시,095340,2017/12,7267632,4330226,26193974,98990640,5,39431529,174632144,17177840,0
(주)아이에스시,095340,2018/12,7743812,5974784,17350271,101879554,4,43544730,181599029,12585228,0
(주)아이에스시,095340,2019/12,8926959,5013084,6271644,85874871,19810,41218911,180885747,2242611,0
(주)아이에스이커머스,069920,2011/12,3856955,831196,-2775412,31036486,472038,789752,14695896,-698133,209900
(주)아이에스이커머스,069920,2012/12,2786152,1035322,2679767,31628973,391187,758899,15431364,-1869911,0
(주)아이에스이커머스,069920,2013/12,388537,125749,-2294176,23762694,1307524,402837,10907130,-4524234,0
(주)아이에스이커머스,069920,2014/12,136937,154705,1441558,18652409,1107158,370071,11845222,-1090438,0
(주)아이에스이커머스,069920,2015/12,2171254,2887887,-3239436,18076516,394583,2566323,36941864,-2718589,0
(주)아이에스이커머스,069920,2016/12,2463711,5470771,-739565,24598502,222857,2973685,38757357,1846248,0
(주)아이에스이커머스,069920,2017/12,397114,7039451,-5224967,36484877,190323,785168,75629008,33707586,0
(주)아이에스이커머스,069920,2018/12,462403,1211952,-9272498,34926974,632594,486010,62404721,-13106365,0
(주)아이에스이커머스,069920,2019/12,1036545,5014676,3996164,28978026,1399105,176468,32641351,-11902331,0
(주)아이에이,038880,2011/12,2290976,1375725,-8484018,19469438,1292371,32203736,24632433,-13146293,3850809
(주)아이에이,038880,2012/12,1455890,1704456,965442,29039139,2630773,36748600,8237131,-15751570,3431177
(주)아이에이,038880,2013/12,1728744,3398234,-9452076,43526228,3853693,21968235,12729721,-5619313,2794862
(주)아이에이,038880,2014/12,2757145,4052530,1438088,55941935,2237985,21915682,10196802,-4370550,4325815
(주)아이에이,038880,2015/12,2189841,3694695,6255573,62715169,1790512,21673747,26087741,132139,4571010
(주)아이에이,038880,2016/12,3364127,4218251,-576556,55964170,1173430,21483832,49022262,1508735,2137775
(주)아이에이,038880,2017/12,3857540,2551421,-1397010,43547754,1041053,21608107,47607158,-1885065,1517931
(주)아이에이,038880,2018/12,5896859,5405701,-7075890,41805860,1509441,21926912,56867985,-5098953,1115677
(주)아이에이,038880,2019/12,5260446,4016526,3336067,58941794,1363733,22140503,82241723,9756928,404446
(주)아이에이치큐,003560,2011/12,2876726,3989363,8643028,48299840,849382,665245,23909550,811263,0
(주)아이에이치큐,003560,2012/12,666320,1713437,4123547,37680158,117772,861902,34492084,7966583,0
(주)아이에이치큐,003560,2013/12,402245,2689232,2344967,37577558,589522,2088399,36131885,63679,0
(주)아이에이치큐,003560,2014/12,1372259,3958962,-1765376,35945675,1037746,1781509,34543023,-5721236,0
(주)아이에이치큐,003560,2015/12,81673,2952554,33206555,92862614,290069,3051326,218918559,5535152,0
(주)아이에이치큐,003560,2016/12,101538,2302318,41019057,97313233,246313,2136446,228265720,7168591,0
(주)아이에이치큐,003560,2017/12,364143,4294012,62279421,118073079,119987,3532979,233118460,1281996,0
(주)아이에이치큐,003560,2018/12,337075,0,38192142,100747386,54826,3443356,209717780,-10195179,0
(주)아이에이치큐,003560,2019/12,286730,2614246,39611208,93504246,313471,10326164,137520130,-72018980,0
(주)아이엘사이언스,122050,2016/12,474675,2646354,-3034526,8194602,295777,3677411,-1793791,-2792293,18294
(주)아이엘사이언스,122050,2017/12,320936,3668335,2324569,18638116,438630,4215261,-330632,815555,212539
(주)아이엘사이언스,122050,2018/12,821869,2454770,-1593029,18314369,450330,4595871,2451678,453623,129959
(주)아이엘사이언스,307180,2018/12,,,,,,,,,
(주)아이엘사이언스,307180,2019/12,565523,3446230,-791999,20281482,298420,9921117,12170864,-2726422,232829
(주)아이엠,101390,2011/12,2477170,11462252,-3139276,78299716,39836,1477247,57006249,6301562,3454188
(주)아이엠,101390,2012/12,6251909,42689882,-1432781,107439405,47251,11107712,56058921,1087880,3454188
(주)아이엠,101390,2013/12,4969900,22777678,8362412,162569427,917542,22878080,57276195,1210972,3325945
(주)아이엠,101390,2014/12,2679486,19005372,2665923,130079182,579817,25025605,55578169,-1370106,2114703
(주)아이엠,101390,2015/12,3389283,34534288,-1431200,161484457,601703,26374405,57710282,2223829,2382653
(주)아이엠,101390,2016/12,2838851,34586984,-1990627,153657473,0,31262725,65449046,-3571489,2275347
(주)아이엠,101390,2017/12,1433686,35530697,5000901,232605382,0,35000175,47275268,-3687615,2019230
(주)아이엠,101390,2018/12,634572,17274076,-8566114,86427485,0,26950793,47167432,-18642656,1670380
(주)아이엠,101390,2019/12,1603629,15590655,-20429572,82764059,1229234,15055928,32773260,-20221356,1031318
(주)아이엠비씨,052220,2011/12,0,6593262,2337196,54130784,0,711442,44806998,4683488,0
(주)아이엠비씨,052220,2012/12,0,7197878,6998778,49026026,0,515311,47115413,3255704,0
(주)아이엠비씨,052220,2013/12,0,7471736,9824105,51766008,0,802217,49085177,3330319,0
(주)아이엠비씨,052220,2014/12,0,8829540,2908729,53062264,0,1543521,50639260,2112069,0
(주)아이엠비씨,052220,2015/12,0,9730017,-5637924,58175452,0,1155909,51895506,1825056,0
(주)아이엠비씨,052220,2016/12,0,7988294,14734361,60344209,0,1249503,52853799,2178555,0
(주)아이엠비씨,052220,2017/12,0,5957565,1983966,50649210,0,1340965,51892884,-78643,0
(주)아이엠비씨,052220,2018/12,0,5767905,559122,51034398,0,864326,50313868,-2041775,0
(주)아이엠비씨,052220,2019/12,0,6912625,12177949,44570903,35276,2195886,52286694,2053006,0
(주)아이오케이컴퍼니,078860,2011/12,0,324818,-2495993,10562713,300444,196728,4316388,-51603,0
(주)아이오케이컴퍼니,078860,2012/12,0,990561,3222770,16622981,190877,435602,6514861,436586,56252
(주)아이오케이컴퍼니,078860,2013/12,0,1244745,1495409,11716314,518480,371449,6441251,-1320747,128560
(주)아이오케이컴퍼니,078860,2014/12,0,211819,-2567260,6027850,105666,412858,7971772,-5753835,18748
(주)아이오케이컴퍼니,078860,2015/12,0,830937,-4077080,10899688,693339,617727,48829357,1638348,0
(주)아이오케이컴퍼니,078860,2016/12,0,418883,422517,13482393,1053451,548250,79409236,-4774296,0
(주)아이오케이컴퍼니,078860,2017/12,496158,255406,-580460,18156364,329999,505309,70341520,-4103066,218224
(주)아이오케이컴퍼니,078860,2018/12,0,0,-1420559,24049995,5062758,527586,90155315,-11438082,8160
(주)아이오케이컴퍼니,078860,2019/12,0,0,2979619,27612482,8131703,260307,101679378,-10376328,0
(주)아이윈,090150,2011/12,13146514,16937910,1672328,70149269,1388060,21128826,32654358,1598659,0
(주)아이윈,090150,2012/12,14112903,18972426,-2263120,79422414,1423323,14863095,36495940,3101815,0
(주)아이윈,090150,2013/12,13735499,15550496,5801500,78131326,1686637,13709441,37527728,1705011,0
(주)아이윈,090150,2014/12,11946431,13596654,3297202,81546300,1578851,12994105,36906060,-239944,0
(주)아이윈,090150,2015/12,11573459,16940468,704135,80774359,1221551,12767289,36866298,235912,0
(주)아이윈,090150,2016/12,10521854,19200610,6047708,87644016,1012877,12271589,37437347,961080,1765410
(주)아이윈,090150,2017/12,10215877,17693833,667327,88397474,988831,11756425,35245958,-2166770,1763271
(주)아이윈,090150,2018/12,10267348,16104021,-4011840,88537565,1103290,11420192,31650794,-1735402,1810611
(주)아이윈,090150,2019/12,9763643,12815692,898608,88335340,900313,17978201,38614112,2406418,1805625
(주)아이윈플러스,123010,2011/12,,,,,,,,,
(주)아이윈플러스,123010,2012/12,,,,,,,,,
(주)아이윈플러스,123010,2013/12,,,,,,,,,
(주)아이윈플러스,123010,2014/12,2592462,2568245,5711375,33893331,1636498,18412988,2836095,1236054,80441
(주)아이윈플러스,123010,2015/12,2256238,2428811,2938603,31661371,909320,16663316,6639357,-355682,2162
(주)아이윈플러스,123010,2016/12,1965487,1213794,2759321,28780467,566378,15846333,12217874,-394282,11746
(주)아이윈플러스,123010,2017/12,1658081,763871,-97271,14183309,397345,13285474,10448976,-3219305,15162
(주)아이윈플러스,123010,2018/12,1167109,466266,-856015,9236824,399225,11374171,6033160,-4378100,15162
(주)아이윈플러스,123010,2019/12,666044,424275,-3426698,5448365,754290,11287981,7707284,-7792480,15562
(주)아이즈비전,031310,2011/12,1911250,280019,-2061761,84667443,358678,2801507,56319259,-3422402,0
(주)아이즈비전,031310,2012/12,1815994,189911,-1042570,63293380,213992,2610011,58891734,-670730,0
(주)아이즈비전,031310,2013/12,1237171,66295,2981953,61387978,42520,2625475,60786302,1874108,0
(주)아이즈비전,031310,2014/12,1609108,18157,3623129,47803635,326,2609648,61810683,1439532,0
(주)아이즈비전,031310,2015/12,1131428,17945,3739849,44050068,130,2893876,63184661,2127092,0
(주)아이즈비전,031310,2016/12,707629,11712,4220287,38153741,109,2905888,64213220,1803272,0
(주)아이즈비전,031310,2017/12,1218271,7514,2776016,27539736,19,2802985,64798918,1558676,0
(주)아이즈비전,031310,2018/12,1845762,1690,-844317,24766761,0,2726822,73294541,10479576,0
(주)아이즈비전,031310,2019/12,440085,614,2575853,18146822,8954,2020554,67841493,-4133512,0
(주)아이컴포넌트,059100,2011/12,8217733,1064417,2394896,46695346,1774938,30386114,25028868,215958,162797
(주)아이컴포넌트,059100,2012/12,8426837,1064186,-741570,32281473,2004695,33476450,25670976,-4562170,210077
(주)아이컴포넌트,059100,2013/12,5834525,505100,4105396,27823519,1366944,32778843,22887278,-3038558,108521
(주)아이컴포넌트,059100,2014/12,7221088,1270076,2300048,28270028,1330333,30805410,26554433,-2335474,114105
(주)아이컴포넌트,059100,2015/12,7138019,1936791,10740796,57253854,1367863,32524709,32898054,5918333,266185
(주)아이컴포넌트,059100,2016/12,5161911,1311362,14157312,53616520,1065406,31406676,41158925,5654928,468075
(주)아이컴포넌트,059100,2017/12,4986681,411598,-283549,24520294,672389,28262945,33166369,-8303058,1752256
(주)아이컴포넌트,059100,2018/12,5180209,963993,-77779,25711081,629286,25511498,30040238,-3131079,1580625
(주)아이컴포넌트,059100,2019/12,4012813,534420,1536253,29041712,636179,23055977,28714839,-1247513,1135119
(주)아이퀘스트,262840,2015/12,,,,,,,,,
(주)아이퀘스트,262840,2016/12,,,,,,,,,
(주)아이퀘스트,262840,2017/12,,,,,,,,,
(주)아이퀘스트,262840,2018/12,,,,,,,,,
(주)아이퀘스트,262840,2019/12,346,86617,1193807,13153042,39288,5242002,15547200,3650101,0
(주)아이톡시,052770,2011/12,0,5106371,3705901,44768478,749186,1601076,13599086,-8357940,309513
(주)아이톡시,052770,2012/12,0,2674415,-2219496,33024869,609411,1169088,14965637,-2276312,629927
(주)아이톡시,052770,2013/12,0,2236466,1780161,29173630,624821,1065733,15111492,1031219,1057790
(주)아이톡시,052770,2014/12,0,2240927,3795183,24341101,494794,1015163,9508360,-5699001,1949664
(주)아이톡시,052770,2015/12,0,4181666,8357231,43949261,630988,1540040,10609727,167109,3322850
(주)아이톡시,052770,2016/12,0,2021485,-439075,37422701,533923,1570047,8872867,-3825565,3972799
(주)아이톡시,052770,2017/12,0,4431544,-686867,21083673,520102,1216618,241919,-21108362,2832923
(주)아이톡시,052770,2018/12,0,2548256,-4022859,14466261,268552,393754,-2279290,-20710966,2251978
(주)아이톡시,052770,2019/12,0,393733,-4538392,3774569,132009,328319,5141190,-2092669,917716
(주)아이티센,124500,2011/12,,,,,,,,,
(주)아이티센,124500,2013/03,3164004,6269071,7932374,123338405,2481440,7299229,13019437,3778885,337514
(주)아이티센,124500,2014/03,6568299,14212448,-8643336,112424073,1981621,19929631,17098309,2062439,307485
(주)아이티센,124500,2015/03,4212274,25190975,14958417,170290100,1771399,13943018,28102943,2510253,489951
(주)아이티센,124500,2016/12,3041754,18776639,-9328458,141084763,1638126,11725797,19587459,-5043574,0
(주)아이티센,124500,2017/12,1614764,3014527,-2333215,154028752,1715817,12660555,36246034,1850442,0
(주)아이티센,124500,2018/12,3140491,12427609,-2166092,117544352,2234554,16875438,36655911,1448613,0
(주)아이티센,124500,2019/12,22163,3477730,14547614,134543196,3691138,16834062,41859724,3565516,0
(주)아이티아이즈,372800,2018/12,,,,,,,,,
(주)아이티아이즈,372800,2019/12,,,,,,,,,
(주)아이티엑스에이아이,099520,2011/12,9515956,4648353,2536266,43188579,911553,11691068,21287487,-173880,3256712
(주)아이티엑스에이아이,099520,2012/12,14561492,5624225,-1691510,45167478,1098294,12068963,24568905,110405,3127439
(주)아이티엑스에이아이,099520,2013/12,19214441,5545984,3258015,82584633,930511,11969593,36333828,2351219,4273315
(주)아이티엑스에이아이,099520,2014/12,12914971,1980648,4908824,67453006,344045,13277229,34172583,-2079209,4777603
(주)아이티엑스에이아이,099520,2015/12,5592552,3735596,-2467205,35491021,541192,11470990,21139501,-15328714,5700879
(주)아이티엑스에이아이,099520,2016/12,5476180,2118256,1639944,24517261,493869,8767339,14341817,-6938378,3036696
(주)아이티엑스에이아이,099520,2017/12,7666687,2556876,-3931535,31094349,386260,8033178,17168404,-337114,2809183
(주)아이티엑스에이아이,099520,2018/12,6874355,1730622,457581,27666210,312064,1463892,14816862,-1917861,2991585
(주)아이티엑스에이아이,099520,2019/12,7227720,2701662,-617859,30858558,366545,1627901,9798819,-5062900,2699574
(주)아이티엠반도체,084850,2011/12,8437180,8086153,7390483,79828424,1324651,17068293,26792458,3667799,0
(주)아이티엠반도체,084850,2012/12,9713505,5434111,13527783,67858654,1207259,29491881,29110554,2294565,0
(주)아이티엠반도체,084850,2013/12,19980326,10187216,-722989,102279862,1855440,54559136,37700331,7412518,1196565
(주)아이티엠반도체,084850,2014/12,16494271,13087256,11607308,155888864,2855674,97066330,66843461,-3801722,2321402
(주)아이티엠반도체,084850,2015/12,18705297,11805878,5602235,169761060,3004771,75226265,57397587,-13448434,2520137
(주)아이티엠반도체,084850,2016/12,19638200,20741737,2800363,142936843,3978310,56534357,43618408,-25942968,3628455
(주)아이티엠반도체,084850,2017/12,18201413,23324075,13645276,176981296,3854399,49484109,50394593,1493671,5277836
(주)아이티엠반도체,084850,2018/12,25078313,31788432,10951265,219594049,3821970,56121957,99170196,15209680,5977785
(주)아이티엠반도체,084850,2019/12,31262074,46918707,10018146,395351385,2780727,53712754,259922235,36894277,7468783
