회사명,거래소코드,회계년도,감사의견코드(IFRS)
(주)노블엠앤비,106520,2011/12,UQ
(주)노블엠앤비,106520,2012/12,UQ
(주)노블엠앤비,106520,2013/12,UQ
(주)노블엠앤비,106520,2014/12,UQ
(주)노블엠앤비,106520,2015/12,UQ
(주)노블엠앤비,106520,2016/12,UQ
(주)노블엠앤비,106520,2017/12,UQ
(주)노블엠앤비,106520,2018/12,UQ
(주)노블엠앤비,106520,2019/12,UQ
(주)노터스,278650,2016/12,UQ
(주)노터스,278650,2017/12,UQ
(주)노터스,278650,2018/12,UQ
(주)노터스,278650,2019/12,UQ
(주)녹십자,006280,2011/12,UQ
(주)녹십자,006280,2012/12,UQ
(주)녹십자,006280,2013/12,UQ
(주)녹십자,006280,2014/12,UQ
(주)녹십자,006280,2015/12,UQ
(주)녹십자,006280,2016/12,UQ
(주)녹십자,006280,2017/12,UQ
(주)녹십자,006280,2018/12,UQ
(주)녹십자,006280,2019/12,UQ
(주)녹십자엠에스,142280,2011/12,UQ
(주)녹십자엠에스,142280,2012/12,UQ
(주)녹십자엠에스,142280,2013/12,UQ
(주)녹십자엠에스,142280,2014/12,UQ
(주)녹십자엠에스,142280,2015/12,UQ
(주)녹십자엠에스,142280,2016/12,UQ
(주)녹십자엠에스,142280,2017/12,UQ
(주)녹십자엠에스,142280,2018/12,UQ
(주)녹십자엠에스,142280,2019/12,UQ
(주)녹십자홀딩스,005250,2011/12,UQ
(주)녹십자홀딩스,005250,2012/12,UQ
(주)녹십자홀딩스,005250,2013/12,UQ
(주)녹십자홀딩스,005250,2014/12,UQ
(주)녹십자홀딩스,005250,2015/12,UQ
(주)녹십자홀딩스,005250,2016/12,UQ
(주)녹십자홀딩스,005250,2017/12,UQ
(주)녹십자홀딩스,005250,2018/12,UQ
(주)녹십자홀딩스,005250,2019/12,UQ
(주)녹원씨엔아이,065560,2011/12,UQ
(주)녹원씨엔아이,065560,2012/12,UQ
(주)녹원씨엔아이,065560,2013/12,UQ
(주)녹원씨엔아이,065560,2014/12,QU
(주)녹원씨엔아이,065560,2015/12,QU
(주)녹원씨엔아이,065560,2016/12,QU
(주)녹원씨엔아이,065560,2017/12,UQ
(주)녹원씨엔아이,065560,2018/12,UQ
(주)녹원씨엔아이,065560,2019/12,UQ
(주)농심,004370,2011/12,UQ
(주)농심,004370,2012/12,UQ
(주)농심,004370,2013/12,UQ
(주)농심,004370,2014/12,UQ
(주)농심,004370,2015/12,UQ
(주)농심,004370,2016/12,UQ
(주)농심,004370,2017/12,UQ
(주)농심,004370,2018/12,UQ
(주)농심,004370,2019/12,UQ
(주)농심홀딩스,072710,2011/12,UQ
(주)농심홀딩스,072710,2012/12,UQ
(주)농심홀딩스,072710,2013/12,UQ
(주)농심홀딩스,072710,2014/12,UQ
(주)농심홀딩스,072710,2015/12,UQ
(주)농심홀딩스,072710,2016/12,UQ
(주)농심홀딩스,072710,2017/12,UQ
(주)농심홀딩스,072710,2018/12,UQ
(주)농심홀딩스,072710,2019/12,UQ
(주)누리플랜,069140,2011/12,UQ
(주)누리플랜,069140,2012/12,UQ
(주)누리플랜,069140,2013/12,UQ
(주)누리플랜,069140,2014/12,UQ
(주)누리플랜,069140,2015/12,UQ
(주)누리플랜,069140,2016/12,UQ
(주)누리플랜,069140,2017/12,UQ
(주)누리플랜,069140,2018/12,UQ
(주)누리플랜,069140,2019/12,UQ
(주)누리플렉스,040160,2011/12,UQ
(주)누리플렉스,040160,2012/12,UQ
(주)누리플렉스,040160,2013/12,UQ
(주)누리플렉스,040160,2014/12,UQ
(주)누리플렉스,040160,2015/12,UQ
(주)누리플렉스,040160,2016/12,UQ
(주)누리플렉스,040160,2017/12,UQ
(주)누리플렉스,040160,2018/12,UQ
(주)누리플렉스,040160,2019/12,UQ
(주)뉴로메카,348340,2018/12,UQ
(주)뉴로메카,348340,2019/12,UQ
(주)뉴인텍,012340,2011/12,UQ
(주)뉴인텍,012340,2012/12,UQ
(주)뉴인텍,012340,2013/12,UQ
(주)뉴인텍,012340,2014/12,UQ
(주)뉴인텍,012340,2015/12,UQ
(주)뉴인텍,012340,2016/12,UQ
(주)뉴인텍,012340,2017/12,UQ
(주)뉴인텍,012340,2018/12,UQ
(주)뉴인텍,012340,2019/12,UQ
(주)뉴트리,270870,2017/12,UQ
(주)뉴트리,270870,2018/12,UQ
(주)뉴트리,270870,2019/12,UQ
(주)뉴파워프라즈마,144960,2011/12,
(주)뉴파워프라즈마,144960,2012/12,
(주)뉴파워프라즈마,144960,2013/12,
(주)뉴파워프라즈마,144960,2014/12,
(주)뉴파워프라즈마,144960,2015/12,UQ
(주)뉴파워프라즈마,144960,2016/12,UQ
(주)뉴파워프라즈마,144960,2017/12,UQ
(주)뉴파워프라즈마,144960,2018/12,UQ
(주)뉴파워프라즈마,144960,2019/12,UQ
(주)뉴프렉스,085670,2011/12,UQ
(주)뉴프렉스,085670,2012/12,UQ
(주)뉴프렉스,085670,2013/12,UQ
(주)뉴프렉스,085670,2014/12,UQ
(주)뉴프렉스,085670,2015/12,UQ
(주)뉴프렉스,085670,2016/12,UQ
(주)뉴프렉스,085670,2017/12,UQ
(주)뉴프렉스,085670,2018/12,UQ
(주)뉴프렉스,085670,2019/12,UQ
(주)다날,064260,2011/12,UQ
(주)다날,064260,2012/12,UQ
(주)다날,064260,2013/12,UQ
(주)다날,064260,2014/12,UQ
(주)다날,064260,2015/12,UQ
(주)다날,064260,2016/12,UQ
(주)다날,064260,2017/12,UQ
(주)다날,064260,2018/12,UQ
(주)다날,064260,2019/12,UQ
(주)다산네트웍스,039560,2011/12,UQ
(주)다산네트웍스,039560,2012/12,UQ
(주)다산네트웍스,039560,2013/12,UQ
(주)다산네트웍스,039560,2014/12,UQ
(주)다산네트웍스,039560,2015/12,UQ
(주)다산네트웍스,039560,2016/12,UQ
(주)다산네트웍스,039560,2017/12,UQ
(주)다산네트웍스,039560,2018/12,UQ
(주)다산네트웍스,039560,2019/12,UQ
(주)다우기술,023590,2011/12,UQ
(주)다우기술,023590,2012/12,UQ
(주)다우기술,023590,2013/12,UQ
(주)다우기술,023590,2014/12,UQ
(주)다우기술,023590,2015/12,UQ
(주)다우기술,023590,2016/12,UQ
(주)다우기술,023590,2017/12,UQ
(주)다우기술,023590,2018/12,UQ
(주)다우기술,023590,2019/12,UQ
(주)다우데이타,032190,2011/12,UQ
(주)다우데이타,032190,2012/12,UQ
(주)다우데이타,032190,2013/12,UQ
(주)다우데이타,032190,2014/12,UQ
(주)다우데이타,032190,2015/12,UQ
(주)다우데이타,032190,2016/12,UQ
(주)다우데이타,032190,2017/12,UQ
(주)다우데이타,032190,2018/12,UQ
(주)다우데이타,032190,2019/12,UQ
(주)다원시스,068240,2011/12,UQ
(주)다원시스,068240,2012/12,UQ
(주)다원시스,068240,2013/12,UQ
(주)다원시스,068240,2014/12,UQ
(주)다원시스,068240,2015/12,UQ
(주)다원시스,068240,2016/12,UQ
(주)다원시스,068240,2017/12,UQ
(주)다원시스,068240,2018/12,UQ
(주)다원시스,068240,2019/12,UQ
(주)다이나믹디자인,145210,2011/12,UQ
(주)다이나믹디자인,145210,2012/12,UQ
(주)다이나믹디자인,145210,2013/12,UQ
(주)다이나믹디자인,145210,2014/12,UQ
(주)다이나믹디자인,145210,2015/12,UQ
(주)다이나믹디자인,145210,2016/12,UQ
(주)다이나믹디자인,145210,2017/12,UQ
(주)다이나믹디자인,145210,2018/12,DU
(주)다이나믹디자인,145210,2019/12,UQ
(주)다함이텍,009280,2011/12,UQ
(주)다함이텍,009280,2012/12,UQ
(주)대교,019680,2011/12,UQ
(주)대교,019680,2012/12,UQ
(주)대교,019680,2013/12,UQ
(주)대교,019680,2014/12,UQ
(주)대교,019680,2015/12,UQ
(주)대교,019680,2016/12,UQ
(주)대교,019680,2017/12,UQ
(주)대교,019680,2018/12,UQ
(주)대교,019680,2019/12,UQ
(주)대구백화점,006370,2011/03,
(주)대구백화점,006370,2012/03,UQ
(주)대구백화점,006370,2013/03,UQ
(주)대구백화점,006370,2014/03,UQ
(주)대구백화점,006370,2015/03,UQ
(주)대구백화점,006370,2016/03,UQ
(주)대구백화점,006370,2017/03,UQ
(주)대구백화점,006370,2018/12,UQ
(주)대구백화점,006370,2019/12,UQ
(주)대덕,008060,2011/12,UQ
(주)대덕,008060,2012/12,UQ
(주)대덕,008060,2013/12,UQ
(주)대덕,008060,2014/12,UQ
(주)대덕,008060,2015/12,UQ
(주)대덕,008060,2016/12,UQ
(주)대덕,008060,2017/12,UQ
(주)대덕,008060,2018/12,UQ
(주)대덕,008060,2019/12,UQ
(주)대동,000490,2011/12,UQ
(주)대동,000490,2012/12,UQ
(주)대동,000490,2013/12,UQ
(주)대동,000490,2014/12,UQ
(주)대동,000490,2015/12,UQ
(주)대동,000490,2016/12,UQ
(주)대동,000490,2017/12,UQ
(주)대동,000490,2018/12,UQ
(주)대동,000490,2019/12,UQ
(주)대림제지,017650,2011/12,UQ
(주)대림제지,017650,2012/12,UQ
(주)대림제지,017650,2013/12,UQ
(주)대림제지,017650,2014/12,UQ
(주)대림제지,017650,2015/12,UQ
(주)대림제지,017650,2016/12,UQ
(주)대림제지,017650,2017/12,UQ
(주)대림제지,017650,2018/12,UQ
(주)대림제지,017650,2019/12,UQ
(주)대명소노시즌,007720,2011/12,UQ
(주)대명소노시즌,007720,2012/12,UQ
(주)대명소노시즌,007720,2013/12,UQ
(주)대명소노시즌,007720,2014/12,UQ
(주)대명소노시즌,007720,2015/12,UQ
(주)대명소노시즌,007720,2016/12,UQ
(주)대명소노시즌,007720,2017/12,UQ
(주)대명소노시즌,007720,2018/12,UQ
(주)대명소노시즌,007720,2019/12,UQ
(주)대성파인텍,104040,2011/12,UQ
(주)대성파인텍,104040,2012/12,UQ
(주)대성파인텍,104040,2013/12,UQ
(주)대성파인텍,104040,2014/12,UQ
(주)대성파인텍,104040,2015/12,UQ
(주)대성파인텍,104040,2016/12,UQ
(주)대성파인텍,104040,2017/12,UQ
(주)대성파인텍,104040,2018/12,UQ
(주)대성파인텍,104040,2019/12,UQ
(주)대성합동지주,005620,2011/12,UQ
(주)대성합동지주,005620,2012/12,UQ
(주)대성합동지주,005620,2013/12,UQ
(주)대성합동지주,005620,2014/12,UQ
(주)대성합동지주,005620,2015/12,UQ
(주)대성합동지주,005620,2016/12,UQ
(주)대양금속,009190,2011/12,UQ
(주)대양금속,009190,2012/12,UQ
(주)대양금속,009190,2013/12,UQ
(주)대양금속,009190,2014/12,UQ
(주)대양금속,009190,2015/12,UQ
(주)대양금속,009190,2016/12,UQ
(주)대양금속,009190,2017/12,UQ
(주)대양금속,009190,2018/12,UQ
(주)대양금속,009190,2019/12,UQ
(주)대우건설,047040,2011/12,UQ
(주)대우건설,047040,2012/12,UQ
(주)대우건설,047040,2013/12,UQ
(주)대우건설,047040,2014/12,UQ
(주)대우건설,047040,2015/12,UQ
(주)대우건설,047040,2016/12,UQ
(주)대우건설,047040,2017/12,UQ
(주)대우건설,047040,2018/12,UQ
(주)대우건설,047040,2019/12,UQ
(주)대웅,003090,2011/12,UQ
(주)대웅,003090,2012/12,UQ
(주)대웅,003090,2013/12,UQ
(주)대웅,003090,2014/12,UQ
(주)대웅,003090,2015/12,UQ
(주)대웅,003090,2016/12,UQ
(주)대웅,003090,2017/12,UQ
(주)대웅,003090,2018/12,UQ
(주)대웅,003090,2019/12,UQ
(주)대웅제약,069620,2011/12,UQ
(주)대웅제약,069620,2012/12,UQ
(주)대웅제약,069620,2013/12,UQ
(주)대웅제약,069620,2014/12,UQ
(주)대웅제약,069620,2015/12,UQ
(주)대웅제약,069620,2016/12,UQ
(주)대웅제약,069620,2017/12,UQ
(주)대웅제약,069620,2018/12,UQ
(주)대웅제약,069620,2019/12,UQ
(주)대원,007680,2011/12,
(주)대원,007680,2012/12,
(주)대원,007680,2013/12,
(주)대원,007680,2014/12,
(주)대원,007680,2015/12,
(주)대원,007680,2016/12,UQ
(주)대원,007680,2017/12,UQ
(주)대원,007680,2018/12,UQ
(주)대원,007680,2019/12,UQ
(주)대유에이텍,002880,2011/12,UQ
(주)대유에이텍,002880,2012/12,UQ
(주)대유에이텍,002880,2013/12,UQ
(주)대유에이텍,002880,2014/12,UQ
(주)대유에이텍,002880,2015/12,UQ
(주)대유에이텍,002880,2016/12,UQ
(주)대유에이텍,002880,2017/12,UQ
(주)대유에이텍,002880,2018/12,UQ
(주)대유에이텍,002880,2019/12,UQ
(주)대유에이피,290120,2018/12,UQ
(주)대유에이피,290120,2019/12,UQ
(주)대유플러스,000300,2011/12,UQ
(주)대유플러스,000300,2012/12,UQ
(주)대유플러스,000300,2013/12,UQ
(주)대유플러스,000300,2014/12,UQ
(주)대유플러스,000300,2015/12,UQ
(주)대유플러스,000300,2016/12,UQ
(주)대유플러스,000300,2017/12,UQ
(주)대유플러스,000300,2018/12,UQ
(주)대유플러스,000300,2019/12,UQ
(주)대창,012800,2011/12,UQ
(주)대창,012800,2012/12,UQ
(주)대창,012800,2013/12,UQ
(주)대창,012800,2014/12,UQ
(주)대창,012800,2015/12,UQ
(주)대창,012800,2016/12,UQ
(주)대창,012800,2017/12,UQ
(주)대창,012800,2018/12,UQ
(주)대창,012800,2019/12,UQ
(주)대창솔루션,096350,2011/12,UQ
(주)대창솔루션,096350,2012/12,UQ
(주)대창솔루션,096350,2013/12,UQ
(주)대창솔루션,096350,2014/12,UQ
(주)대창솔루션,096350,2015/12,UQ
(주)대창솔루션,096350,2016/12,UQ
(주)대창솔루션,096350,2017/12,UQ
(주)대창솔루션,096350,2018/12,UQ
(주)대창솔루션,096350,2019/12,UQ
(주)대창스틸,140520,2011/12,
(주)대창스틸,140520,2012/12,UQ
(주)대창스틸,140520,2013/12,UQ
(주)대창스틸,140520,2014/12,UQ
(주)대창스틸,140520,2015/12,UQ
(주)대창스틸,140520,2016/12,UQ
(주)대창스틸,140520,2017/12,UQ
(주)대창스틸,140520,2018/12,UQ
(주)대창스틸,140520,2019/12,UQ
(주)대한과학,131220,2011/12,UQ
(주)대한과학,131220,2012/12,UQ
(주)대한과학,131220,2013/12,UQ
(주)대한과학,131220,2014/12,UQ
(주)대한과학,131220,2015/12,UQ
(주)대한과학,131220,2016/12,UQ
(주)대한과학,131220,2017/12,UQ
(주)대한과학,131220,2018/12,UQ
(주)대한과학,131220,2019/12,UQ
(주)대한항공,003490,2011/12,UQ
(주)대한항공,003490,2012/12,UQ
(주)대한항공,003490,2013/12,UQ
(주)대한항공,003490,2014/12,UQ
(주)대한항공,003490,2015/12,UQ
(주)대한항공,003490,2016/12,UQ
(주)대한항공,003490,2017/12,UQ
(주)대한항공,003490,2018/12,UQ
(주)대한항공,003490,2019/12,UQ
(주)대호에이엘,069460,2011/12,UQ
(주)대호에이엘,069460,2012/12,UQ
(주)대호에이엘,069460,2013/12,UQ
(주)대호에이엘,069460,2014/12,UQ
(주)대호에이엘,069460,2015/12,UQ
(주)대호에이엘,069460,2016/12,UQ
(주)대호에이엘,069460,2017/12,UQ
(주)대호에이엘,069460,2018/12,UQ
(주)대호에이엘,069460,2019/12,UQ
(주)더 미동,161570,2012/12,UQ
(주)더 미동,161570,2013/12,UQ
(주)더 미동,161570,2014/12,UQ
(주)더 미동,161570,2015/12,UQ
(주)더 미동,161570,2016/12,UQ
(주)더 미동,161570,2017/12,UQ
(주)더 미동,161570,2018/12,UQ
(주)더 미동,161570,2019/12,UQ
(주)더네이쳐홀딩스,298540,2016/12,
(주)더네이쳐홀딩스,298540,2017/12,
(주)더네이쳐홀딩스,298540,2018/12,UQ
(주)더네이쳐홀딩스,298540,2019/12,UQ
(주)더블유게임즈,192080,2014/12,UQ
(주)더블유게임즈,192080,2014/12,UQ
(주)더블유게임즈,192080,2015/12,UQ
(주)더블유게임즈,192080,2015/12,UQ
(주)더블유게임즈,192080,2016/12,UQ
(주)더블유게임즈,192080,2016/12,UQ
(주)더블유게임즈,192080,2017/12,UQ
(주)더블유게임즈,192080,2017/12,UQ
(주)더블유게임즈,192080,2018/12,UQ
(주)더블유게임즈,192080,2019/12,UQ
(주)더존비즈온,012510,2011/12,UQ
(주)더존비즈온,012510,2012/12,UQ
(주)더존비즈온,012510,2013/12,UQ
(주)더존비즈온,012510,2014/12,UQ
(주)더존비즈온,012510,2015/12,UQ
(주)더존비즈온,012510,2016/12,UQ
(주)더존비즈온,012510,2017/12,UQ
(주)더존비즈온,012510,2018/12,UQ
(주)더존비즈온,012510,2019/12,UQ
(주)더코디,224060,2011/12,
(주)더코디,224060,2012/12,UQ
(주)더코디,224060,2013/12,UQ
(주)더코디,224060,2014/12,UQ
(주)더코디,224060,2015/12,UQ
(주)더코디,224060,2016/12,UQ
(주)더코디,224060,2017/12,UQ
(주)더코디,224060,2018/12,UQ
(주)더코디,224060,2019/12,UQ
(주)덕성,004830,2011/12,UQ
(주)덕성,004830,2012/12,UQ
(주)덕성,004830,2013/12,UQ
(주)덕성,004830,2014/12,UQ
(주)덕성,004830,2015/12,UQ
(주)덕성,004830,2016/12,UQ
(주)덕성,004830,2017/12,UQ
(주)덕성,004830,2018/12,UQ
(주)덕성,004830,2019/12,UQ
(주)덕신하우징,090410,2011/12,
(주)덕신하우징,090410,2012/12,
(주)덕신하우징,090410,2013/12,UQ
(주)덕신하우징,090410,2014/12,UQ
(주)덕신하우징,090410,2015/12,UQ
(주)덕신하우징,090410,2016/12,UQ
(주)덕신하우징,090410,2017/12,UQ
(주)덕신하우징,090410,2018/12,UQ
(주)덕신하우징,090410,2019/12,UQ
(주)데코앤이,017680,2011/12,UQ
(주)데코앤이,017680,2012/12,UQ
(주)데코앤이,017680,2013/12,UQ
(주)데코앤이,017680,2014/12,UQ
(주)데코앤이,017680,2015/12,UQ
(주)데코앤이,017680,2016/12,UQ
(주)데코앤이,017680,2017/12,UQ
(주)데코앤이,017680,2018/12,DS
(주)덱스터스튜디오,206560,2013/12,
(주)덱스터스튜디오,206560,2014/12,
(주)덱스터스튜디오,206560,2015/12,UQ
(주)덱스터스튜디오,206560,2016/12,UQ
(주)덱스터스튜디오,206560,2017/12,UQ
(주)덱스터스튜디오,206560,2018/12,UQ
(주)덱스터스튜디오,206560,2019/12,UQ
(주)덴티움,145720,2011/12,UQ
(주)덴티움,145720,2012/12,UQ
(주)덴티움,145720,2013/12,UQ
(주)덴티움,145720,2014/12,UQ
(주)덴티움,145720,2015/12,UQ
(주)덴티움,145720,2016/12,UQ
(주)덴티움,145720,2017/12,UQ
(주)덴티움,145720,2018/12,UQ
(주)덴티움,145720,2019/12,UQ
(주)도화엔지니어링,002150,2011/12,UQ
(주)도화엔지니어링,002150,2012/12,UQ
(주)도화엔지니어링,002150,2013/12,UQ
(주)도화엔지니어링,002150,2014/12,UQ
(주)도화엔지니어링,002150,2015/12,UQ
(주)도화엔지니어링,002150,2016/12,UQ
(주)도화엔지니어링,002150,2017/12,UQ
(주)도화엔지니어링,002150,2018/12,UQ
(주)도화엔지니어링,002150,2019/12,UQ
(주)동구바이오제약,006620,2011/12,
(주)동구바이오제약,006620,2012/12,
(주)동구바이오제약,006620,2013/12,
(주)동구바이오제약,006620,2014/12,
(주)동구바이오제약,006620,2015/12,
(주)동구바이오제약,006620,2016/12,UQ
(주)동구바이오제약,006620,2017/12,UQ
(주)동구바이오제약,006620,2018/12,UQ
(주)동구바이오제약,006620,2019/12,UQ
(주)동국알앤에스,075970,2011/12,UQ
(주)동국알앤에스,075970,2012/12,UQ
(주)동국알앤에스,075970,2013/12,UQ
(주)동국알앤에스,075970,2014/12,UQ
(주)동국알앤에스,075970,2015/12,UQ
(주)동국알앤에스,075970,2016/12,UQ
(주)동국알앤에스,075970,2017/12,UQ
(주)동국알앤에스,075970,2018/12,UQ
(주)동국알앤에스,075970,2019/12,UQ
(주)동국에스엔씨,100130,2011/12,UQ
(주)동국에스엔씨,100130,2012/12,UQ
(주)동국에스엔씨,100130,2013/12,UQ
(주)동국에스엔씨,100130,2014/12,UQ
(주)동국에스엔씨,100130,2015/12,UQ
(주)동국에스엔씨,100130,2016/12,UQ
(주)동국에스엔씨,100130,2017/12,UQ
(주)동국에스엔씨,100130,2018/12,UQ
(주)동국에스엔씨,100130,2019/12,UQ
(주)동방,004140,2011/12,UQ
(주)동방,004140,2012/12,UQ
(주)동방,004140,2013/12,UQ
(주)동방,004140,2014/12,UQ
(주)동방,004140,2015/12,UQ
(주)동방,004140,2016/12,UQ
(주)동방,004140,2017/12,UQ
(주)동방,004140,2018/12,UQ
(주)동방,004140,2019/12,UQ
(주)동방선기,099410,2011/12,UQ
(주)동방선기,099410,2012/12,UQ
(주)동방선기,099410,2013/12,UQ
(주)동방선기,099410,2014/12,UQ
(주)동방선기,099410,2015/12,UQ
(주)동방선기,099410,2016/12,UQ
(주)동방선기,099410,2017/12,UQ
(주)동방선기,099410,2018/12,UQ
(주)동방선기,099410,2019/12,UQ
(주)동방아그로,007590,2011/12,UQ
(주)동방아그로,007590,2012/12,UQ
(주)동방아그로,007590,2013/12,UQ
(주)동방아그로,007590,2014/12,UQ
(주)동방아그로,007590,2015/12,UQ
(주)동방아그로,007590,2016/12,UQ
(주)동방아그로,007590,2017/12,UQ
(주)동방아그로,007590,2018/12,UQ
(주)동방아그로,007590,2019/12,UQ
(주)동서,026960,2011/12,UQ
(주)동서,026960,2011/12,UQ
(주)동서,026960,2012/12,UQ
(주)동서,026960,2012/12,UQ
(주)동서,026960,2013/12,UQ
(주)동서,026960,2013/12,UQ
(주)동서,026960,2014/12,UQ
(주)동서,026960,2014/12,UQ
(주)동서,026960,2015/12,UQ
(주)동서,026960,2015/12,UQ
(주)동서,026960,2016/12,UQ
(주)동서,026960,2017/12,UQ
(주)동서,026960,2018/12,UQ
(주)동서,026960,2019/12,UQ
(주)동성케미컬,102260,2011/12,UQ
(주)동성케미컬,102260,2012/12,UQ
(주)동성케미컬,102260,2013/12,UQ
(주)동성케미컬,102260,2014/12,UQ
(주)동성케미컬,102260,2015/12,UQ
(주)동성케미컬,102260,2016/12,UQ
(주)동성케미컬,102260,2017/12,UQ
(주)동성케미컬,102260,2018/12,UQ
(주)동성케미컬,102260,2019/12,UQ
(주)동성화인텍,033500,2011/12,UQ
(주)동성화인텍,033500,2012/12,UQ
(주)동성화인텍,033500,2013/12,UQ
(주)동성화인텍,033500,2014/12,UQ
(주)동성화인텍,033500,2015/12,UQ
(주)동성화인텍,033500,2016/12,UQ
(주)동성화인텍,033500,2017/12,UQ
(주)동성화인텍,033500,2018/12,UQ
(주)동성화인텍,033500,2019/12,UQ
(주)동아엘텍,088130,2011/12,UQ
(주)동아엘텍,088130,2012/12,UQ
(주)동아엘텍,088130,2013/12,UQ
(주)동아엘텍,088130,2014/12,UQ
(주)동아엘텍,088130,2015/12,UQ
(주)동아엘텍,088130,2016/12,UQ
(주)동아엘텍,088130,2017/12,UQ
(주)동아엘텍,088130,2018/12,UQ
(주)동아엘텍,088130,2019/12,UQ
(주)동아지질,028100,2011/12,UQ
(주)동아지질,028100,2012/12,UQ
(주)동아지질,028100,2013/12,UQ
(주)동아지질,028100,2014/12,UQ
(주)동아지질,028100,2015/12,UQ
(주)동아지질,028100,2016/12,UQ
(주)동아지질,028100,2017/12,UQ
(주)동아지질,028100,2018/12,UQ
(주)동아지질,028100,2019/12,UQ
(주)동양,001520,2011/12,UQ
(주)동양,001520,2012/12,UQ
(주)동양,001520,2013/12,UQ
(주)동양,001520,2014/12,UQ
(주)동양,001520,2015/12,UQ
(주)동양,001520,2016/12,UQ
(주)동양,001520,2017/12,UQ
(주)동양,001520,2018/12,UQ
(주)동양,001520,2019/12,UQ
(주)동양건설산업,005900,2011/12,UQ
